Name,Style,Brewery,ABV,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
Head Hunter,IPA - American,Fat Heads Brewery & Saloon,7.5,25,36,16,71,46,63,0,97,110,6,40
Hop Nosh IPA,IPA - American,Uinta Brewing Company,7.3,8,25,5,68,42,38,0,64,92,5,45
Big Eye,IPA - American,Ballast Point Brewing Company,7,26,37,9,68,42,53,2,68,103,4,43
IPA,IPA - American,AleSmith Brewing Company,7.25,19,47,2,76,54,65,1,90,114,2,54
Titan IPA,IPA - American,Great Divide Brewing Company,7.1,20,46,9,78,46,54,0,69,105,6,61
Nelson,IPA - American,Alpine Beer Company,7,26,45,7,60,50,85,2,128,78,13,49
Samuel Adams Latitude 48 IPABoston Beer Company (Samuel Adams),IPA - American,Boston Beer Company (Samuel Adams),6,20,23,3,53,21,43,1,47,73,4,34
Hop Wallop,IPA - American,Victory Brewing Company,7.5,25,30,9,79,33,42,4,47,124,4,47
75 Minute IPA,IPA - American,Dogfish Head Brewery,7.5,8,54,11,48,88,35,4,39,70,3,77
Northern Hemisphere Harvest Wet Hop IPA,IPA - American,Sierra Nevada Brewing Co.,6.7,13,34,3,68,45,36,1,41,115,5,61
IPA,IPA - American,SweetWater Brewing Company,6.3,25,44,13,75,57,58,1,86,103,12,59
Hopsecutioner,IPA - American,Terrapin Beer Company,7.3,17,21,20,78,24,23,2,29,84,2,34
Anchor Liberty Ale,IPA - American,Anchor Brewing Company,5.9,21,27,7,67,27,51,0,61,85,4,47
Snake Dog,IPA - American,Flying Dog Brewery,7.1,16,24,8,53,31,61,0,76,73,7,25
Deviant Dale's IPA,IPA - American,Oskar Blues Grill & Brew,8,12,48,10,71,44,48,0,55,110,14,75
Brew Free Or Die IPA,IPA - American,21st Amendment Brewery,7,11,32,9,40,25,32,0,44,59,0,30
Crooked Tree IPA,IPA - American,Dark Horse Brewing Company,6.5,19,39,8,77,48,62,0,80,116,2,74
IPA,IPA - American,Odell Brewing Company,7,19,26,14,84,76,88,1,138,141,7,49
Hop Ottin' IPA,IPA - American,Anderson Valley Brewing Company,7,30,29,12,69,48,69,0,75,99,2,61
India Pale Ale (IPA),IPA - American,Avery Brewing Company,6.5,16,33,8,53,33,49,3,56,94,3,41
Raging Bitch,IPA - Belgian,Flying Dog Brewery,8.3,17,40,20,63,39,57,0,70,80,29,40
A Little Sumpin' Wild,IPA - Belgian,Lagunitas Brewing Company,8.8,16,33,17,53,41,69,0,62,71,9,26
Houblon Chouffe Dobbelen IPA Tripel,IPA - Belgian,Brasserie d'Achouffe,9,38,51,22,82,79,69,1,93,135,36,46
Green Flash Le Freak,IPA - Belgian,Green Flash Brewing Co.,9.2,32,33,23,75,65,76,2,83,101,24,50
Chainbreaker White IPA,IPA - Belgian,Deschutes Brewery,5.5,12,27,11,47,21,61,0,75,66,22,22
Citra Bitter Monk,IPA - Belgian,Anchorage Brewing Company,9,39,36,13,57,56,138,2,133,74,26,23
Hugh Malone,IPA - Belgian,Allagash Brewing Company,6.8,34,29,24,88,53,75,1,85,131,26,53
Urthel Hop-ItDe Leyerth Brouwerijen (Urthel),IPA - Belgian,De Leyerth Brouwerijen (Urthel),9.5,14,39,29,73,64,55,0,71,85,18,34
Otter Creek Fresh Slice,IPA - Belgian,Otter Creek Brewing / Wolaver's,5.5,15,20,10,32,13,70,0,72,52,26,21
Bedlam,IPA - Belgian,Ale Asylum,7.4,17,32,12,89,54,84,0,107,91,31,33
Gouden Carolus Hopsinjoor,IPA - Belgian,Brouwerij Het Anker,8,11,34,20,53,50,39,0,57,78,22,25
Dernière Volonté,IPA - Belgian,Brasserie Dieu Du Ciel,7,19,35,22,61,55,80,0,85,76,34,32
The Audacity Of Hops,IPA - Belgian,Cambridge Brewing Company,8,24,47,13,68,45,81,1,82,99,22,38
Saranac White IPA,IPA - Belgian,Matt Brewing Company,6,28,38,9,72,21,89,0,86,72,28,44
Smuttynose Homunculus (Big Beer Series),IPA - Belgian,Smuttynose Brewing Company,9.37,16,52,27,61,103,78,0,109,82,31,45
Triomphe Belgian IPA,IPA - Belgian,Brewery Vivant,6.5,7,11,9,55,24,41,0,41,73,6,17
Hopus,IPA - Belgian,Brasserie Lefèbvre SA,8.3,9,22,20,39,38,38,0,39,56,21,39
HopAnomaly - Reserve Series Aged In French Oak Chardonnay Barrels,IPA - Belgian,Nebraska Brewing Company,10.6,28,56,23,65,74,107,3,130,79,22,31
Simcoe Silly,IPA - Belgian,Kuhnhenn Brewing Company,9,14,64,36,61,82,76,1,111,73,35,44
Pan Galactic Gargle Blaster,IPA - Belgian,Short's Brewing Company,10.2,20,32,25,86,63,85,0,130,108,29,40
White IPA,IPA - Belgian,Blue Point Brewing Company,6,30,46,14,76,30,61,0,77,115,56,36
Hoppy Daze IPA,IPA - Belgian,Coronado Brewing Company,9,21,35,25,57,34,68,1,73,102,37,37
Hop Wrangler,IPA - Belgian,Peace Tree Brewing Co.,6.25,30,43,15,105,56,61,2,69,121,14,58
Gaspar Ale,IPA - Belgian,Picobrouwerij Alvinne / Den Bierzolder,8,18,40,21,71,66,84,1,95,87,25,44
White Birch Hooksett Ale,IPA - Belgian,White Birch Brewing,7.7,22,44,17,62,66,55,2,70,79,26,60
Aldebaran,IPA - Belgian,Kuhnhenn Brewing Company,10.25,29,76,77,89,145,77,0,111,132,58,100
Back In Black,IPA - Black / Cascadian Dark Ale,21st Amendment Brewery,6.8,14,50,7,95,23,19,0,20,92,11,91
Yakima Glory,IPA - Black / Cascadian Dark Ale,Victory Brewing Company,8.7,10,54,17,103,52,43,0,61,103,10,85
Snow Day Winter Ale,IPA - Black / Cascadian Dark Ale,New Belgium Brewing,6.2,11,51,16,82,48,20,0,19,91,6,78
Hoppy Feet,IPA - Black / Cascadian Dark Ale,Clown Shoes,7,11,45,14,82,33,9,0,9,87,5,70
Hop In The Dark Cascadian Dark Ale,IPA - Black / Cascadian Dark Ale,Deschutes Brewery,6.9,15,82,17,144,58,64,0,86,133,12,115
Reserve Special Black Ale,IPA - Black / Cascadian Dark Ale,Dark Horse Brewing Company,7.5,14,63,7,68,44,7,0,13,53,9,101
Pitch Black IPA,IPA - Black / Cascadian Dark Ale,Widmer Brothers Brewing Company,6.5,11,45,12,84,29,18,0,15,93,8,73
Heavy Seas Black Cannon,IPA - Black / Cascadian Dark Ale,Heavy Seas Beer,7.25,20,94,23,145,71,42,0,70,140,11,121
Anger,IPA - Black / Cascadian Dark Ale,Greenbush Brewing Company,7.6,7,45,11,79,29,27,0,25,86,3,61
Black Racer,IPA - Black / Cascadian Dark Ale,Bear Republic Brewing Co.,8.1,17,86,11,148,65,43,0,54,142,14,134
Hop Strike Black IPA,IPA - Black / Cascadian Dark Ale,Tommyknocker Brewery,6.5,22,75,11,101,44,19,1,23,115,18,126
Toxic Sludge,IPA - Black / Cascadian Dark Ale,Blue Point Brewing Company,7,22,64,20,120,59,17,4,22,147,5,109
James Black Ale,IPA - Black / Cascadian Dark Ale,Hill Farmstead Brewery,6.8,25,72,7,113,51,44,0,57,123,3,90
Damien,IPA - Black / Cascadian Dark Ale,Surly Brewing Company,6.5,16,63,13,90,65,21,0,35,78,16,84
Morimoto Black Obi Soba Ale,IPA - Black / Cascadian Dark Ale,Rogue Ales,4.8,17,59,10,53,47,17,1,16,38,17,112
Widow Maker Black Ale,IPA - Black / Cascadian Dark Ale,Keweenaw Brewing Company,5.2,12,42,4,31,24,14,0,2,23,8,64
Black Hatter,IPA - Black / Cascadian Dark Ale,New Holland Brewing Company,5.5,15,69,23,113,63,70,0,77,142,8,104
B-Craft Black,IPA - Black / Cascadian Dark Ale,Arcadia Brewing Company,8.5,6,57,22,89,49,34,0,40,98,9,90
Hop Noir,IPA - Black / Cascadian Dark Ale,Peak Organic Brewing Company,7.7,13,60,19,100,59,26,0,37,100,6,96
Black Perle Dark India Pale Ale,IPA - Black / Cascadian Dark Ale,RJ Rockers Brewing Company,9.5,8,87,25,114,70,16,0,18,105,18,111
Bludgeon Yer Eye PA,IPA - Black / Cascadian Dark Ale,Short's Brewing Company,5,14,71,12,130,27,42,0,49,138,11,76
NetherWorld Cascadian Dark Ale,IPA - Black / Cascadian Dark Ale,Flying Monkeys Craft Brewery,6,30,72,8,124,46,41,0,53,115,13,111
Foster,IPA - Black / Cascadian Dark Ale,Hill Farmstead Brewery,6.5,23,70,5,106,34,29,0,31,123,6,112
IPA,IPA - English,Harpoon Brewery,5.9,17,31,13,74,35,31,0,39,110,8,61
Commodore Perry,IPA - English,Great Lakes Brewing Company,7.7,11,29,11,51,47,40,1,45,82,6,42
East India Pale Ale,IPA - English,Brooklyn Brewery,6.9,20,33,10,73,28,35,2,36,92,8,53
Brutal,IPA - English,Rogue Ales,6.2,10,21,7,73,39,36,0,46,86,1,55
India AleSamuel Smith Old Brewery (Tadcaster),IPA - English,Samuel Smith Old Brewery (Tadcaster),5,21,30,6,53,42,28,1,33,86,12,53
Blackheart,IPA - English,Three Floyds Brewing Co. & Brewpub,8.5,18,50,22,80,42,58,1,57,119,15,77
Blind Faith,IPA - English,Magic Hat Brewing Company,6.2,13,41,11,56,47,69,0,72,95,4,71
Fuggles IPA,IPA - English,Shipyard Brewing Co.,5.8,29,51,10,85,53,74,3,73,136,11,69
HopFish IPA,IPA - English,Flying Fish Brewing Company,6.2,9,30,5,62,48,29,2,44,104,5,79
Lost Sailor India Pale Ale,IPA - English,Berkshire Brewing Company Inc.,5.8,11,32,4,61,52,21,1,25,85,1,51
IPA,IPA - English,Arcadia Brewing Company,6,16,48,13,92,45,73,1,90,137,9,90
Sweet Child Of Vine,IPA - English,Fulton Beer,6.4,11,33,8,46,43,26,3,32,79,9,67
India Pale Ale,IPA - English,Meantime Brewing Company Limited,7.5,16,42,9,62,70,55,1,73,99,11,84
India Pale Ale,IPA - English,Green Man Brewery,6.2,20,35,5,74,15,27,0,30,115,6,50
Hitachino Nest Japanese Classic Ale,IPA - English,Kiuchi Brewery,7,18,48,16,64,70,73,0,105,103,27,77
Cold Hop British-Style Ale,IPA - English,Boulder Beer / Wilderness Pub,6.8,24,60,15,98,90,78,6,98,138,8,98
Bad Elf Winter's Ale,IPA - English,Ridgeway Brewing,6,24,34,12,64,43,40,1,46,114,25,70
Naughty 90,IPA - English,Toppling Goliath Brewing Company,8,17,40,21,57,54,24,0,33,73,29,102
ImPaled Ale,IPA - English,"Middle Ages Brewing Co., Ltd.",6.5,33,51,17,79,67,58,0,63,102,3,83
India Pale Ale,IPA - English,St. Peter's Brewery Co Ltd,5.5,11,38,12,73,42,38,0,32,108,12,69
Kennebunkport IPA,IPA - English,Federal Jack's Restaurant & Brew Pub,6.2,8,23,11,43,34,16,1,16,62,2,36
Hopnotic India Pale Ale,IPA - English,Cricket Hill Brewing Co.,6.5,23,56,10,96,50,68,4,91,131,10,60
Fuller's India Pale Ale,IPA - English,Fuller Smith & Turner PLC,4.9,10,31,8,57,28,34,0,33,89,6,53
El Guapo Agave IPA,IPA - English,O'Connor Brewing Co.,7.5,17,23,18,30,29,28,0,31,46,5,24
Worthington's White Shield,IPA - English,Museum Brewing Company / White Shield Brewery,5.6,25,44,10,58,48,46,1,46,96,17,82
Old East India Pale Ale,IPA - English,Sea Dog Brewing Company,6.2,16,39,5,79,56,32,0,36,107,6,69
Duke Of Wellington India Pale Ale,IPA - English,Granite City Food & Brewery,5.2,6,27,7,64,30,35,1,37,88,4,51
Deuchars IPA,IPA - English,The Caledonian Brewing Company,4.4,27,53,5,57,20,29,1,31,90,18,59
Southampton Burton IPA,IPA - English,Southampton Publick House,6.5,20,33,18,89,77,61,0,67,127,7,100
Greene King IPA,IPA - English,Greene King / Morland Brewery,3.6,15,52,5,52,20,12,0,11,63,19,37
Flagship IPA,IPA - English,Carolina Brewery,5.9,16,44,7,78,37,31,3,35,117,5,80
St-Ambroise India Pale Ale,IPA - English,McAuslan Brewing,6.2,24,37,21,107,51,77,1,85,171,14,92
Proper Job,IPA - English,St. Austell Brewery,5.5,25,40,3,59,27,43,0,53,83,12,33
Dead Elephant,IPA - English,Railway City Brewing Company,6.5,22,34,12,63,62,57,0,75,90,8,63
Dead Horse IPA,IPA - English,McNeill's Brewery,5.7,13,57,26,77,44,44,2,50,107,7,86
Trinity IPA,IPA - English,Trinity Brewhouse,7,30,42,8,106,42,44,4,51,172,8,82
India Pale Ale,IPA - English,"St. George Brewing Company, The",5.5,20,34,5,80,48,54,0,58,97,8,61
90 Minute IPA,IPA - Imperial,Dogfish Head Brewery,9,3,15,13,44,40,31,1,36,56,5,42
Pliny The Elder,IPA - Imperial,Russian River Brewing Company,8,26,29,9,58,51,49,0,80,85,1,32
Lagunitas Sucks,IPA - Imperial,Lagunitas Brewing Company,7.85,10,34,10,48,53,43,0,56,62,8,39
120 Minute IPA,IPA - Imperial,Dogfish Head Brewery,18,9,43,50,55,89,42,3,58,63,18,60
West Coast IPA,IPA - Imperial,Green Flash Brewing Co.,8.1,19,31,14,97,44,65,0,76,139,9,45
Hop Stoopid,IPA - Imperial,Lagunitas Brewing Company,8,28,30,15,84,42,43,0,56,98,2,36
Double Jack,IPA - Imperial,Firestone Walker Brewing Co.,9.5,22,38,21,53,76,77,0,118,78,3,61
Burton Baton,IPA - Imperial,Dogfish Head Brewery,10,7,49,19,40,55,39,1,54,57,22,53
Double Trouble,IPA - Imperial,Founders Brewing Company,9.4,18,55,35,64,42,46,0,55,91,4,46
Hoptimum,IPA - Imperial,Sierra Nevada Brewing Co.,10.6,17,45,34,79,54,53,1,73,101,1,59
Dreadnaught IPA,IPA - Imperial,Three Floyds Brewing Co. & Brewpub,9.5,18,40,21,45,51,62,2,93,59,0,46
Maharaja,IPA - Imperial,Avery Brewing Company,10.2,13,25,17,59,49,60,1,56,83,5,57
Maximus,IPA - Imperial,Lagunitas Brewing Company,8.2,23,36,29,62,82,57,0,99,88,2,47
Devil Dancer,IPA - Imperial,Founders Brewing Company,12,16,37,37,76,68,45,1,74,98,3,78
2XIPA,IPA - Imperial,Southern Tier Brewing Company,8.2,18,31,14,67,42,46,0,45,89,1,35
Abrasive Ale,IPA - Imperial,Surly Brewing Company,9.2,23,34,16,78,73,69,0,111,103,7,47
Hercules Double IPA,IPA - Imperial,Great Divide Brewing Company,10,15,43,24,84,61,59,0,91,119,14,93
Perpetual IPA,IPA - Imperial,Tröegs Brewing Company,7.5,15,24,18,59,26,31,1,32,84,4,22
Pure Hoppiness,IPA - Imperial,Alpine Beer Company,8,12,31,15,99,41,43,0,59,126,7,39
Arctic Panzer Wolf,IPA - Imperial,Three Floyds Brewing Co. & Brewpub,9,15,31,13,53,57,42,0,73,78,7,38
Pliny The Younger,IPA - Imperial,Russian River Brewing Company,10.25,23,46,14,73,29,40,0,49,106,4,19
Unearthly (Imperial India Pale Ale),IPA - Imperial,Southern Tier Brewing Company,9.5,17,46,23,61,64,51,1,74,100,10,50
A Little Sumpin' Extra! Ale,IPA - Imperial,Lagunitas Brewing Company,8.7,12,39,21,53,48,51,0,67,69,3,40
Myrcenary Double IPA,IPA - Imperial,Odell Brewing Company,9.3,9,50,30,56,37,42,0,71,97,1,25
Gubna,IPA - Imperial,Oskar Blues Grill & Brew,10,13,33,22,70,52,57,1,81,93,7,53
Dorado,IPA - Imperial,Ballast Point Brewing Company,10,11,34,18,67,57,72,2,92,89,3,47
Double Crooked Tree IPA,IPA - Imperial,Dark Horse Brewing Company,12,9,42,42,54,58,24,0,33,65,6,74
Lake Erie Monster,IPA - Imperial,Great Lakes Brewing Company,9.5,20,38,22,80,61,68,1,77,100,4,60
Green Flash Imperial India Pale Ale,IPA - Imperial,Green Flash Brewing Co.,9,17,43,23,92,60,57,4,70,128,3,61
Hop Henge,IPA - Imperial,Deschutes Brewery,8.3,17,49,23,65,54,89,1,117,92,5,42
Double Sunshine,IPA - Imperial,Lawson's Finest Liquids,8,17,32,23,82,54,67,1,109,102,4,30
Ruination Double IPA 2.0,IPA - Imperial,Stone Brewing Co.,8.5,21,37,25,95,50,55,0,83,135,0,26
The Waldos' Special Ale,IPA - Imperial,Lagunitas Brewing Company,11.7,12,33,40,72,86,53,1,69,102,13,55
Hop JuJu,IPA - Imperial,Fat Heads Brewery & Saloon,9,9,13,18,67,25,48,0,66,96,5,13
471 Small Batch IPA,IPA - Imperial,Breckenridge Brewery,9.2,6,19,25,38,45,30,0,46,47,3,36
Heady Topper,IPA - New England,The Alchemist,8,16,42,18,91,40,55,0,76,117,2,30
Abner,IPA - New England,Hill Farmstead Brewery,8.2,25,30,8,68,50,79,0,139,88,3,24
Ephraim,IPA - New England,Hill Farmstead Brewery,10,17,31,14,68,32,49,1,58,91,7,29
Fiddlehead IPA,IPA - New England,Fiddlehead Brewing Company,6.2,42,45,3,55,51,83,2,130,71,5,30
Ochakovskiy Kvass,Kvass,Ochakovo,2,5,49,15,28,92,23,0,34,9,7,92
Kvas,Kvass,All Stars Bakery,0.5,14,42,10,22,109,47,0,49,7,8,128
Monastyrskiy Kvas,Kvass,Monastyrskiy Kvas,1.5,8,34,4,15,84,16,1,33,14,7,68
Kvass,Kvass,Beaver Brewing Company,2,13,19,12,11,35,44,0,43,17,4,42
Khlebny Kray,Kvass,Baltika Breweries,1.2,8,32,4,17,89,17,0,42,5,7,71
Nicola Traditional,Kvass,Deka Brewery,1.2,6,21,3,8,55,10,0,18,1,4,62
Kvas Taras (квас тарас),Kvass,Slavutych Brewery,1.2,5,22,9,6,71,25,0,30,5,2,86
Duonos Gira Kvass,Kvass,Gubernija Brewery,0.5,9,15,2,5,56,24,0,16,4,1,48
Monastyrskiy Okroshka Kvass (Монастырский Окрошка Квас),Kvass,Monastyrskiy Kvas,1.5,11,15,4,7,38,12,1,8,2,0,37
Nesher Malt,Kvass,Tempo Beer Industries LTD,1.5,1,10,4,10,35,0,0,2,5,0,38
Obolon Kwas Chlebowy,Kvass,Obolon Brewery,1.5,7,21,2,14,47,12,0,18,3,3,72
Krushka & Bochka Kvass,Kvass,Pivovarinniy Zavod Samko,1.5,2,7,2,4,23,10,0,6,0,2,29
Monastyrskiy Black Currant Kvas,Kvass,Monastyrskiy Kvas,1.5,2,7,0,0,44,14,0,27,0,2,12
Danilo Classic Kvas,Kvass,"Darl, Tov",1.5,5,15,4,3,28,9,0,6,1,2,26
Danilo Okroshka Kvas,Kvass,"Darl, Tov",1.5,1,8,0,1,16,2,0,5,3,1,10
Danilo Pohmilny Kvas,Kvass,"Darl, Tov",1.5,4,8,3,3,19,6,0,4,1,4,19
Malty,Kvass,Israel Beer Breweries Ltd.,0.5,3,8,4,4,11,1,0,1,1,0,25
Smetoniška Gira,Kvass,Vofas-Engelman,1.2,2,4,2,1,14,3,0,5,1,1,16
Brordinskiy Classical Kvass (Бородинский Классический Квас),Kvass,Borodino ZAO,1.2,2,4,2,2,15,8,0,7,1,1,30
Drevlyansky Kvass,Kvass,Radomyshlskij Pivovarennyj Zavod,1.5,0,3,3,1,13,10,0,7,0,0,13
Olimpia Kvas,Kvass,SP Etrus,1.5,0,1,0,0,0,1,0,1,0,0,0
Summertime,Kölsch,Goose Island Beer Co.,5,28,33,7,33,38,37,1,45,54,4,57
Reissdorf Kölsch,Kölsch,Brauerei Heinrich Reissdorf,4.8,36,34,4,32,22,9,8,7,58,12,87
Gaffel Kölsch,Kölsch,Privatbrauerei Gaffel Becker & Co.,4.8,32,25,6,29,19,18,1,16,50,2,45
Fancy Lawnmower,Kölsch,Saint Arnold Brewing Company,4.9,31,20,11,29,30,26,1,17,51,0,27
Samuel Adams East-West KölschBoston Beer Company (Samuel Adams),Kölsch,Boston Beer Company (Samuel Adams),5.01,30,39,4,42,38,24,5,32,74,11,74
Full Circle,Kölsch,New Holland Brewing Company,4.9,39,44,9,25,41,29,5,29,36,4,53
Santo,Kölsch,Saint Arnold Brewing Company,4.7,16,41,4,24,26,6,0,5,30,5,68
Calumet Queen,Kölsch,Three Floyds Brewing Co. & Brewpub,5,34,40,10,34,29,35,3,36,64,6,61
Früh Kölsch,Kölsch,Brauerei Früh Am Dom,4.8,25,34,11,30,47,35,1,38,73,12,83
Sünner Kölsch,Kölsch,Gebr. Sünner GmbH & Co. KG,4.8,37,32,12,34,33,30,3,39,71,4,69
Clearwater Kölsch,Kölsch,Captain Lawrence Brewing Co.,4.8,32,34,5,45,37,40,4,41,64,9,54
Curve Ball Blonde Ale,Kölsch,"Pyramid Breweries, Inc.",5,19,27,3,32,33,25,3,33,50,2,72
Saranac Kölsch,Kölsch,Matt Brewing Company,5,35,42,8,32,52,35,5,41,50,3,71
Kölsch,Kölsch,Sierra Nevada Brewing Co.,5,40,33,6,38,29,45,5,51,68,13,58
Krankshaft Kölsch,Kölsch,Metropolitan Brewing,5,45,21,4,36,37,49,5,44,48,6,70
32°/50° Kölsch,Kölsch,COAST Brewing Company,4.8,30,39,3,32,46,34,3,41,61,9,91
Karnival Kolsch,Kölsch,Stoudts Brewing Co.,4.8,39,38,10,41,26,35,1,42,69,12,69
Endless River,Kölsch,Mother Earth Brewing,4.9,40,27,5,18,35,37,4,33,41,4,56
Lug Tread Lagered Ale,Kölsch,Beau's All Natural Brewing Company,5.2,39,24,2,21,25,19,4,19,37,0,56
Geary's Summer Ale,Kölsch,D.L. Geary Brewing Company,6,29,55,17,50,47,41,0,30,76,7,88
Lancaster Kölsch,Kölsch,Lancaster Brewing Company,4.8,24,28,5,37,25,34,0,40,70,7,50
Dundee Kolsch Style Ale,Kölsch,Genesee Brewing Co. / Dundee Brewing Co.,5.1,19,34,12,40,59,46,3,47,60,13,85
Kölsch 151,Kölsch,Blue Mountain Brewery,5,27,25,4,34,20,16,4,23,47,5,39
HooDoo Kölsch Style Ale,Kölsch,Uinta Brewing Company,4,27,55,16,43,45,37,2,43,62,7,93
Shiner Kölsch,Kölsch,Spoetzl Brewery,4.9,44,39,5,46,58,37,1,39,69,6,64
Gateway Kolsch,Kölsch,French Broad Brewing Co.,5.3,35,31,5,30,30,15,1,22,54,4,47
Gold Spike Ale,Kölsch,Berkshire Brewing Company Inc.,4.2,45,36,9,30,34,31,3,32,60,13,58
Kolsch 45,Kölsch,Short's Brewing Company,6.5,32,47,22,66,51,59,4,78,81,19,100
Kolsch,Kölsch,Rock Bottom Restaurant & Brewery,4.83,29,31,2,29,16,18,0,18,39,0,45
Angry Angel,Kölsch,Big Boss Brewing,4.5,42,44,9,58,36,42,2,43,68,6,56
Josephs Brau Summer Brew,Kölsch,Trader Joe's Brewing Company,4.8,22,40,2,38,30,32,6,37,55,4,79
Sunbru,Kölsch,Four Peaks Brewing Company,5.2,20,29,5,32,44,35,2,31,43,4,80
Budweiser,Lager - Adjunct,Anheuser-Busch,5,6,17,4,15,16,10,0,6,15,3,50
Pabst Blue Ribbon (PBR),Lager - Adjunct,Pabst Brewing Company,4.74,13,19,6,8,16,10,1,9,15,1,23
Corona Extra,Lager - Adjunct,Grupo Modelo S.A. de C.V.,4.6,10,15,5,13,10,22,3,19,17,4,22
Miller High Life,Lager - Adjunct,Miller Brewing Co.,4.6,15,16,5,8,12,3,5,3,14,5,30
Red Stripe Jamaican Lager,Lager - Adjunct,Desnoes & Geddes Limited,4.7,5,25,4,14,15,4,0,4,20,3,34
Rolling Rock Extra Pale,Lager - Adjunct,Latrobe Brewing Co.,4.4,20,35,14,10,10,7,5,2,19,1,37
Dos Equis Special Lager,Lager - Adjunct,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",4.2,29,20,16,17,40,11,3,11,32,11,67
Modelo Especial,Lager - Adjunct,Grupo Modelo S.A. de C.V.,4.4,23,19,4,21,19,14,2,10,34,4,43
Miller Genuine Draft,Lager - Adjunct,Miller Brewing Co.,4.66,12,20,3,7,23,11,2,8,9,0,35
Labatt Blue,Lager - Adjunct,Labatt Brewing Company Ltd.,5,16,22,6,15,36,9,3,23,20,2,32
Foster's Lager,Lager - Adjunct,Foster's Group Limited,5,17,30,7,25,24,5,0,4,31,1,38
Tecate,Lager - Adjunct,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",4.5,23,14,1,12,27,17,0,20,17,2,24
Landshark Lager,Lager - Adjunct,Margaritaville Brewing Co.,4.6,17,26,9,15,31,14,1,18,19,3,43
Molson Canadian Lager,Lager - Adjunct,Molson Coors Canada,5,31,36,11,7,27,7,4,9,11,2,65
Busch Beer,Lager - Adjunct,Anheuser-Busch,4.3,14,29,5,13,19,2,4,3,17,2,46
Sol,Lager - Adjunct,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",4.5,15,29,2,9,20,9,0,7,10,1,27
Natural Ice,Lager - Adjunct,Anheuser-Busch,5.9,4,19,13,9,17,5,0,5,11,1,18
Narragansett Lager,Lager - Adjunct,Narragansett Brewing Co.,5,30,17,2,28,20,8,4,10,36,3,37
Icehouse,Lager - Adjunct,Miller Brewing Co.,5.5,5,24,19,16,22,3,0,2,19,4,26
Batch 19Coors Brewing Company (Molson-Coors),Lager - Adjunct,Coors Brewing Company,5.5,8,16,7,23,20,8,0,2,26,4,43
Bud Ice,Lager - Adjunct,Anheuser-Busch,5.5,4,18,14,7,9,5,0,0,7,3,26
Hamm's,Lager - Adjunct,Hamm's Brewing Co.,4.6,10,19,2,22,32,6,2,13,28,3,32
Lone Star Beer,Lager - Adjunct,Pabst Brewing Company,4.65,15,20,7,21,22,6,2,3,29,1,46
Old Milwaukee Beer,Lager - Adjunct,Pabst Brewing Company,4.6,7,18,3,11,10,3,0,4,17,4,29
Presidente,Lager - Adjunct,Cerveceria Nacional Dominicana,5,16,27,6,22,21,15,5,12,38,7,47
Milwaukee's Best,Lager - Adjunct,Miller Brewing Co.,4.8,21,17,11,15,15,11,4,5,38,2,53
Red Dog,Lager - Adjunct,Miller Brewing Co.,5,16,24,6,17,14,7,3,3,35,5,38
Keystone IceCoors Brewing Company (Molson-Coors),Lager - Adjunct,Coors Brewing Company,5.9,20,25,7,18,39,13,4,7,35,3,50
Old Style,Lager - Adjunct,Pabst Brewing Company,4.64,13,25,12,20,16,9,0,2,25,4,34
Milwaukee's Best Ice,Lager - Adjunct,Miller Brewing Co.,5.9,24,41,29,19,23,7,3,6,34,3,57
Genesee Beer,Lager - Adjunct,Genesee Brewing Co. / Dundee Brewing Co.,4.5,11,33,3,17,21,8,1,8,29,5,48
Original,Lager - Adjunct,Jacob Leinenkugel Brewing Company,4.6,17,28,4,29,24,9,4,5,42,3,43
Stroh's,Lager - Adjunct,Pabst Brewing Company,4.6,17,20,8,29,24,6,3,5,49,11,51
Grain Belt Premium,Lager - Adjunct,August Schell Brewing Company,4.7,15,17,8,8,37,13,6,17,26,4,56
Carta Blanca,Lager - Adjunct,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",4.5,33,26,4,12,28,10,4,12,23,4,39
Imperial,Lager - Adjunct,Cerveceria Costa Rica,4.5,34,23,4,22,30,10,6,15,51,7,53
National Bohemian Beer,Lager - Adjunct,Pabst Brewing Company,4.28,14,24,2,15,14,7,2,5,23,4,27
Iron City Beer,Lager - Adjunct,Pittsburgh Brewing Co.,4.7,10,15,4,13,10,6,0,4,13,0,31
Schlitz (Classic 1960's Formula)JOS. Schlitz Brewing Co. (Pabst),Lager - Adjunct,JOS. Schlitz Brewing Co. (Pabst),4.7,16,19,5,24,12,10,5,7,45,4,45
Taj Mahal Premium Lager,Lager - Adjunct,United Breweries - UB Group,4.5,32,22,2,26,22,7,5,4,54,9,64
Molson Ice,Lager - Adjunct,Molson Coors Canada,5.6,21,18,22,18,24,12,4,8,38,3,55
Lionshead Pilsner,Lager - Adjunct,"Lion Brewery, Inc.",4.5,21,34,7,16,39,11,1,8,17,1,44
Carib Lager,Lager - Adjunct,Carib Brewery Limited,5,16,18,3,14,23,9,0,14,18,5,28
